fiber_type,resin_type,density_g_cm3,layer_count,curing_temperature_c,fiber_volume_fraction,void_content_pct,tensile_strength_mpa
Basalt,Phenolic,1.7,6,102.0,0.38,1.11,857.3
Glass,Polyester,2.16,23,72.2,0.51,0.9,1104.3
Basalt,Polyester,1.99,9,64.1,0.59,1.54,1024.2
Glass,Epoxy,1.73,9,101.1,0.49,2.6,872.2
Carbon,Epoxy,1.67,13,147.9,0.66,1.22,3463.1
Carbon,Epoxy,1.66,18,89.4,0.56,1.62,3019.9
Carbon,Epoxy,1.92,12,121.1,0.6,1.53,2905.8
Glass,Phenolic,1.97,9,128.3,0.44,2.3,803.2
Aramid,Epoxy,1.88,14,138.3,0.64,1.86,2351.9
Carbon,Polyester,1.98,10,99.5,0.44,0.97,1937.1
Glass,Epoxy,1.47,18,66.8,0.51,0.99,1400.7
Glass,Polyester,1.89,9,131.9,0.4,3.26,617.1
Basalt,Phenolic,1.62,8,75.0,0.62,2.26,907.8
Aramid,Vinyl Ester,2.1,13,76.9,0.61,1.21,1696.1
Basalt,Vinyl Ester,1.85,23,97.8,0.64,1.04,1869.6
Aramid,Vinyl Ester,1.83,17,139.0,0.36,1.8,1722.6
Carbon,Polyester,1.92,23,75.0,0.53,1.14,2498.8
Carbon,Epoxy,1.65,22,155.4,0.58,2.52,3417.9
Basalt,Polyester,1.79,21,90.2,0.6,2.34,1297.9
Basalt,Vinyl Ester,1.87,23,117.2,0.37,2.16,1423.1
Carbon,Phenolic,1.57,20,109.0,0.66,2.14,2652.9
Carbon,Epoxy,1.49,18,143.6,0.54,2.16,3202.1
Glass,Polyester,1.75,11,154.2,0.67,3.15,885.7
Aramid,Polyester,2.07,24,126.2,0.57,1.65,1984.4
Aramid,Vinyl Ester,2.05,12,84.2,0.46,3.46,1164.6
Carbon,Epoxy,1.82,23,69.1,0.41,1.65,2777.0
Glass,Polyester,2.17,10,132.6,0.38,1.71,804.8
Carbon,Vinyl Ester,2.09,15,111.0,0.67,3.23,2173.0
Basalt,Vinyl Ester,1.89,8,99.6,0.7,2.7,1039.5
Aramid,Polyester,1.98,12,64.8,0.53,2.6,1156.2
Aramid,Vinyl Ester,1.93,11,120.5,0.38,1.9,1451.0
Aramid,Epoxy,1.91,9,125.3,0.5,2.46,1587.4
Basalt,Phenolic,1.54,24,130.5,0.45,0.67,1780.2
Carbon,Vinyl Ester,1.9,12,159.9,0.42,2.07,2172.0
Carbon,Phenolic,1.82,17,64.8,0.55,1.51,2232.2
Carbon,Vinyl Ester,2.16,18,85.6,0.4,1.55,2258.7
Carbon,Polyester,1.51,22,146.3,0.45,1.85,2510.3
Carbon,Vinyl Ester,2.16,9,138.9,0.4,2.94,1606.8
Carbon,Vinyl Ester,1.97,15,122.0,0.56,3.08,2114.7
Glass,Phenolic,2.11,20,99.6,0.68,3.11,1021.4
Carbon,Vinyl Ester,1.85,9,105.2,0.53,0.59,2238.3
Aramid,Polyester,2.0,7,122.8,0.67,2.66,1155.3
Carbon,Phenolic,1.87,22,130.2,0.62,2.04,2812.7
Carbon,Polyester,2.0,13,99.5,0.68,2.38,2086.6
Basalt,Vinyl Ester,2.11,22,99.5,0.53,3.02,1326.4
Glass,Polyester,1.86,17,138.2,0.41,2.85,925.1
Carbon,Polyester,1.95,7,147.3,0.45,1.37,1686.2
Aramid,Epoxy,1.57,24,67.6,0.67,3.42,1905.8
Carbon,Phenolic,1.78,20,92.8,0.52,3.25,1963.0
Glass,Phenolic,1.75,9,97.4,0.57,2.79,716.7
Aramid,Epoxy,2.05,11,107.7,0.63,2.02,1965.4
Basalt,Epoxy,1.66,22,151.7,0.53,2.14,2023.7
Aramid,Vinyl Ester,1.83,7,159.5,0.42,0.78,1447.6
Aramid,Vinyl Ester,2.0,20,75.4,0.43,3.42,1359.7
Aramid,Epoxy,1.98,20,66.2,0.67,1.03,2537.8
Basalt,Polyester,1.82,23,128.0,0.55,1.61,1606.8
Aramid,Phenolic,1.97,14,132.5,0.54,1.65,1771.9
Basalt,Polyester,1.65,16,96.4,0.6,1.04,1460.0
Carbon,Phenolic,1.63,11,96.3,0.56,3.13,1679.9
Basalt,Phenolic,2.18,15,69.5,0.56,1.34,1336.2
Basalt,Vinyl Ester,1.46,23,150.2,0.54,2.6,1652.6
Basalt,Epoxy,2.17,21,155.0,0.6,0.71,2531.3
Aramid,Phenolic,1.95,11,135.7,0.53,2.44,1464.8
Basalt,Phenolic,1.97,22,80.6,0.53,1.11,1487.5
Carbon,Polyester,1.81,21,118.7,0.36,0.82,2542.4
Basalt,Phenolic,1.86,11,132.2,0.4,2.28,1121.6
Glass,Vinyl Ester,1.43,7,134.1,0.36,3.21,606.4
Carbon,Vinyl Ester,2.02,13,148.5,0.54,3.35,2011.1
Glass,Epoxy,1.76,21,155.5,0.6,3.48,1342.8
Aramid,Epoxy,1.65,7,99.3,0.66,2.03,1579.2
Carbon,Vinyl Ester,1.44,24,67.0,0.44,2.2,2287.4
Aramid,Phenolic,2.05,20,82.7,0.44,2.01,1622.7
Aramid,Vinyl Ester,2.0,16,135.7,0.45,1.35,1927.3
Aramid,Phenolic,1.67,20,112.3,0.35,2.99,1407.8
Basalt,Phenolic,1.93,20,120.7,0.57,3.04,1323.0
Aramid,Vinyl Ester,1.63,23,128.2,0.69,1.59,2364.5
Aramid,Epoxy,2.12,12,117.1,0.36,3.21,1444.9
Carbon,Vinyl Ester,1.46,12,136.6,0.42,2.36,2013.9
Aramid,Polyester,2.11,7,132.7,0.5,3.27,944.8
Basalt,Phenolic,2.04,7,76.4,0.45,2.73,730.8
Aramid,Polyester,1.7,14,84.7,0.44,3.13,1193.9
Basalt,Polyester,1.69,17,73.5,0.62,2.35,1215.8
Aramid,Phenolic,1.88,20,138.5,0.66,2.64,1860.1
Carbon,Phenolic,1.78,11,149.0,0.67,2.32,2266.4
Aramid,Vinyl Ester,1.99,18,82.3,0.46,2.6,1524.9
Aramid,Vinyl Ester,2.18,8,140.2,0.59,3.31,1182.5
Aramid,Phenolic,1.92,18,109.5,0.47,1.46,1767.2
Basalt,Polyester,1.57,21,89.5,0.35,1.39,1282.6
Aramid,Epoxy,2.11,22,84.6,0.66,0.81,2760.2
Carbon,Vinyl Ester,1.67,23,73.7,0.63,2.54,2505.8
Basalt,Epoxy,1.76,12,63.5,0.58,2.07,1380.2
Aramid,Epoxy,1.74,6,157.8,0.53,2.39,1462.3
Aramid,Phenolic,1.69,9,130.8,0.61,1.36,1562.0
Basalt,Polyester,2.03,13,120.2,0.63,2.33,1182.7
Aramid,Polyester,1.84,12,104.5,0.47,3.04,1203.7
Carbon,Vinyl Ester,1.51,16,148.1,0.57,1.64,2808.5
Carbon,Vinyl Ester,2.01,9,129.5,0.41,0.77,2095.7
Carbon,Epoxy,1.53,19,115.4,0.52,1.8,3134.7
Glass,Epoxy,1.42,15,132.0,0.38,1.17,1363.4
Basalt,Polyester,2.05,17,114.6,0.69,2.74,1335.0
Basalt,Epoxy,1.68,12,121.5,0.46,2.21,1443.3
Glass,Vinyl Ester,1.99,6,105.8,0.57,0.81,813.2
Glass,Phenolic,1.85,9,85.6,0.54,3.38,655.4
Basalt,Vinyl Ester,1.64,23,140.1,0.52,2.44,1598.5
Aramid,Polyester,1.91,22,63.9,0.4,1.36,1569.9
Carbon,Vinyl Ester,1.43,21,69.1,0.47,0.52,2681.2
Basalt,Vinyl Ester,1.69,16,125.1,0.49,0.75,1669.6
Aramid,Vinyl Ester,1.58,11,159.4,0.41,2.87,1332.8
Aramid,Phenolic,1.66,16,101.0,0.63,2.81,1576.1
Glass,Phenolic,2.19,6,129.7,0.37,1.38,638.5
Glass,Epoxy,2.06,11,155.9,0.56,2.41,1229.1
Glass,Vinyl Ester,1.59,11,63.6,0.68,2.21,930.0
Basalt,Vinyl Ester,1.7,13,138.6,0.47,2.99,1227.8
Aramid,Epoxy,1.84,15,118.9,0.67,3.19,1973.3
Carbon,Vinyl Ester,1.93,8,143.2,0.44,1.78,1864.5
Glass,Vinyl Ester,2.01,11,157.5,0.57,1.88,1144.6
Carbon,Vinyl Ester,1.58,8,90.6,0.42,1.3,1731.2
Basalt,Epoxy,1.44,9,105.7,0.4,1.71,1208.8
Carbon,Polyester,1.83,7,148.6,0.66,1.13,1998.9
Basalt,Vinyl Ester,2.17,6,111.5,0.51,2.72,791.7
Carbon,Epoxy,2.0,20,73.7,0.36,2.75,2297.5
Aramid,Phenolic,1.61,17,113.7,0.67,2.29,1835.3
Carbon,Epoxy,1.51,12,155.0,0.56,3.21,2512.4
Glass,Vinyl Ester,1.96,6,137.1,0.58,1.15,846.7
Aramid,Phenolic,2.02,23,112.6,0.44,0.96,1999.6
Aramid,Polyester,1.6,12,138.0,0.64,3.4,1291.2
Aramid,Polyester,1.88,19,93.5,0.53,2.7,1450.8
Carbon,Phenolic,1.71,6,143.6,0.52,2.46,1473.1
Carbon,Vinyl Ester,2.04,8,89.2,0.54,1.46,1838.4
Aramid,Phenolic,1.82,15,97.2,0.38,1.58,1414.8
Basalt,Vinyl Ester,2.17,15,134.9,0.5,0.83,1625.0
Basalt,Polyester,1.77,12,131.9,0.54,1.84,1211.7
Carbon,Polyester,1.59,21,80.0,0.55,1.3,2428.9
Glass,Epoxy,1.75,17,119.7,0.45,0.66,1490.8
Carbon,Phenolic,1.68,11,88.2,0.55,2.29,1834.7
Basalt,Epoxy,1.98,23,120.8,0.66,1.7,2274.3
Carbon,Epoxy,1.4,16,71.7,0.62,3.1,2408.4
Glass,Phenolic,1.68,15,79.0,0.47,2.65,844.8
Basalt,Phenolic,1.61,10,86.3,0.42,0.54,1191.4
Glass,Vinyl Ester,1.61,17,119.6,0.48,1.81,1165.1
Aramid,Epoxy,1.79,15,138.1,0.6,2.47,2137.9
Basalt,Polyester,1.62,21,140.5,0.57,2.2,1485.3
Glass,Epoxy,2.13,15,74.0,0.38,0.63,1214.5
Carbon,Epoxy,2.06,9,128.2,0.44,2.95,2004.5
Glass,Polyester,1.78,23,84.2,0.6,2.77,989.8
Aramid,Epoxy,2.02,17,107.6,0.62,1.21,2438.3
Glass,Vinyl Ester,2.09,9,138.4,0.49,3.45,782.5
Basalt,Phenolic,2.18,23,66.6,0.62,2.82,1266.5
Aramid,Epoxy,1.63,8,148.3,0.49,2.34,1531.6
Aramid,Vinyl Ester,1.84,17,152.0,0.54,1.69,2069.7
Glass,Phenolic,1.9,9,73.7,0.37,3.11,554.7
Carbon,Polyester,1.51,17,67.0,0.61,2.14,2094.9
Glass,Vinyl Ester,2.09,16,85.4,0.63,2.75,1057.7
Basalt,Polyester,1.78,21,70.7,0.4,2.04,1158.6
Carbon,Vinyl Ester,1.74,6,101.7,0.63,2.13,1600.4
Glass,Phenolic,1.51,21,106.5,0.56,1.77,1255.0
Carbon,Vinyl Ester,2.19,20,80.5,0.39,1.44,2357.4
Aramid,Phenolic,1.56,7,148.9,0.59,0.94,1529.0
Aramid,Vinyl Ester,2.11,7,93.1,0.7,1.57,1421.9
Glass,Phenolic,1.71,23,60.8,0.67,0.66,1317.8
Aramid,Vinyl Ester,1.81,6,120.5,0.52,3.3,940.4
Carbon,Phenolic,1.46,12,119.4,0.55,2.08,2073.3
Basalt,Phenolic,1.47,7,74.0,0.49,0.73,1040.2
Carbon,Polyester,1.99,18,66.1,0.4,1.68,1945.9
Carbon,Polyester,1.44,7,129.5,0.63,1.07,1892.1
Glass,Vinyl Ester,1.59,22,150.6,0.68,3.19,1250.2
Aramid,Vinyl Ester,2.08,20,96.1,0.53,2.84,1643.1
Glass,Polyester,1.97,22,67.0,0.42,1.51,974.0
Glass,Vinyl Ester,1.94,11,98.2,0.51,0.54,1079.1
Basalt,Epoxy,1.96,15,115.3,0.38,2.69,1429.6
Basalt,Phenolic,1.93,14,140.7,0.59,3.21,1187.3
Carbon,Phenolic,1.76,15,65.7,0.37,2.69,1647.9
Basalt,Polyester,1.7,14,145.3,0.61,2.35,1325.1
Aramid,Vinyl Ester,2.16,21,87.1,0.63,1.19,2138.2
Glass,Epoxy,2.03,9,63.0,0.48,2.95,801.4
Aramid,Epoxy,1.96,23,138.5,0.44,2.71,2183.4
Glass,Vinyl Ester,2.19,16,104.4,0.37,1.58,997.8
Glass,Vinyl Ester,1.7,11,116.4,0.68,0.83,1248.7
Basalt,Epoxy,1.89,15,152.7,0.42,1.29,1858.4
Aramid,Phenolic,1.76,21,134.6,0.52,1.89,1947.7
Glass,Epoxy,1.76,23,105.2,0.38,0.65,1537.7
Glass,Vinyl Ester,1.52,19,70.5,0.69,3.06,1024.2
Aramid,Phenolic,1.98,21,66.1,0.63,1.35,1868.1
Glass,Epoxy,1.86,19,67.3,0.49,0.63,1446.6
Carbon,Vinyl Ester,2.13,6,77.8,0.65,2.11,1553.9
Carbon,Epoxy,2.05,6,147.7,0.48,2.27,1931.5
Aramid,Vinyl Ester,1.57,16,88.1,0.53,2.82,1471.5
Carbon,Vinyl Ester,2.18,12,111.0,0.41,0.87,2285.5
Basalt,Epoxy,1.41,19,96.0,0.37,2.3,1519.6
Glass,Phenolic,2.1,17,111.6,0.41,1.7,1009.6
Glass,Vinyl Ester,1.67,8,133.6,0.36,3.14,679.0
Carbon,Polyester,1.63,9,89.5,0.62,3.14,1497.1
Basalt,Polyester,1.48,21,90.7,0.42,3.02,1093.3
Basalt,Polyester,1.52,16,121.4,0.52,2.3,1260.2
Aramid,Polyester,1.78,19,94.3,0.53,2.63,1526.0
Basalt,Polyester,2.03,23,126.9,0.65,1.56,1721.4
Basalt,Polyester,2.19,22,72.7,0.48,2.72,1166.1
Carbon,Vinyl Ester,1.49,22,100.5,0.48,2.38,2367.2
Aramid,Phenolic,2.01,18,141.3,0.47,2.29,1707.2
Carbon,Phenolic,2.01,19,141.6,0.6,2.99,2362.3
Aramid,Polyester,1.55,22,131.7,0.64,0.54,2378.4
Basalt,Vinyl Ester,1.85,8,61.8,0.43,1.35,934.1
Basalt,Phenolic,1.91,6,87.8,0.66,1.9,955.1
Carbon,Vinyl Ester,1.42,9,118.6,0.67,1.27,2296.5
Carbon,Vinyl Ester,1.54,7,86.6,0.43,3.37,1194.5
Carbon,Epoxy,1.63,17,150.8,0.63,3.42,2826.6
Aramid,Epoxy,1.66,18,107.2,0.57,3.05,1959.4
Glass,Phenolic,1.94,23,87.4,0.63,1.02,1315.6
Basalt,Epoxy,2.16,17,125.3,0.43,1.05,1888.8
Basalt,Vinyl Ester,1.59,20,80.6,0.54,1.67,1492.9
Carbon,Polyester,2.2,8,159.0,0.44,1.91,1683.5
Basalt,Phenolic,2.0,12,106.3,0.38,3.49,841.3
Carbon,Polyester,1.96,19,69.0,0.68,2.41,2185.9
Carbon,Phenolic,1.86,8,100.8,0.59,1.69,1784.3
Carbon,Epoxy,1.48,17,133.2,0.55,1.21,3461.5
Glass,Phenolic,1.63,22,71.9,0.41,1.5,982.8
Basalt,Phenolic,2.02,14,95.4,0.59,3.32,1048.0
Carbon,Vinyl Ester,1.48,7,123.3,0.66,2.26,1839.8
Basalt,Phenolic,1.97,16,68.8,0.47,1.69,1214.7
Basalt,Vinyl Ester,1.43,17,129.4,0.5,2.05,1491.1
Basalt,Vinyl Ester,1.49,20,154.1,0.55,2.48,1651.4
Aramid,Polyester,1.44,20,108.9,0.4,2.96,1350.3
Glass,Polyester,1.82,19,144.1,0.63,2.47,1148.0
Glass,Vinyl Ester,1.92,15,121.8,0.55,1.68,1156.0
Aramid,Polyester,1.73,22,159.1,0.4,3.4,1514.8
Basalt,Phenolic,1.86,14,135.5,0.46,3.31,1099.5
Carbon,Vinyl Ester,2.17,20,60.9,0.5,1.58,2420.6
Glass,Epoxy,1.72,15,64.8,0.57,0.69,1376.3
Aramid,Vinyl Ester,1.83,12,114.0,0.41,1.82,1487.1
Basalt,Vinyl Ester,1.98,11,77.0,0.35,1.46,1112.4
Glass,Vinyl Ester,1.72,21,96.8,0.6,2.72,1119.8
Glass,Phenolic,1.55,7,119.5,0.53,0.51,889.8
Aramid,Epoxy,2.15,6,87.2,0.47,3.29,998.9
Carbon,Vinyl Ester,2.19,8,113.7,0.36,1.26,1777.8
Glass,Polyester,2.19,16,66.2,0.52,1.31,975.4
Aramid,Epoxy,2.02,11,127.5,0.57,2.5,1829.8
Basalt,Epoxy,1.73,16,141.0,0.68,1.9,2066.4
Carbon,Phenolic,1.84,17,155.7,0.7,3.25,2450.8
Aramid,Polyester,1.67,17,140.5,0.67,2.22,1801.3
Basalt,Vinyl Ester,2.0,11,80.9,0.55,2.55,1081.0
Glass,Vinyl Ester,1.6,8,82.0,0.67,2.65,794.3
Aramid,Vinyl Ester,2.01,6,143.1,0.68,3.11,1172.5
Carbon,Epoxy,1.45,7,86.5,0.67,3.34,1672.3
Glass,Phenolic,1.8,14,151.2,0.64,1.85,1175.4
Aramid,Epoxy,1.59,18,98.9,0.63,3.44,1896.7
Basalt,Vinyl Ester,2.19,6,63.6,0.68,1.33,965.5
Glass,Epoxy,1.46,24,131.1,0.54,3.19,1336.0
Basalt,Phenolic,2.0,22,110.6,0.38,0.64,1622.6
Basalt,Polyester,1.6,11,96.3,0.65,2.97,1020.6
Glass,Epoxy,1.4,11,100.7,0.53,1.08,1216.0
Glass,Phenolic,2.05,15,109.5,0.5,1.73,959.1
Aramid,Epoxy,2.1,17,154.2,0.69,0.78,3017.3
Carbon,Phenolic,1.49,10,90.5,0.37,1.62,1672.8
Carbon,Polyester,1.93,21,104.6,0.67,1.42,2786.3
Carbon,Vinyl Ester,2.14,22,131.4,0.35,1.45,2677.6
Glass,Epoxy,2.05,10,127.6,0.57,3.39,995.9
Glass,Phenolic,1.7,8,89.3,0.59,3.27,625.2
Carbon,Vinyl Ester,1.66,23,151.9,0.37,1.71,2729.9
Aramid,Vinyl Ester,1.88,6,77.7,0.55,1.82,1081.2
Carbon,Epoxy,1.98,20,117.5,0.55,2.81,2859.7
Glass,Vinyl Ester,1.94,24,73.0,0.39,1.88,1020.0
Glass,Vinyl Ester,2.06,17,79.4,0.48,1.14,1153.6
Aramid,Polyester,1.93,23,117.3,0.59,1.48,1989.9
Basalt,Epoxy,1.96,22,118.0,0.48,0.78,2165.6
Glass,Phenolic,1.57,18,133.4,0.62,2.85,1061.5
Carbon,Phenolic,1.99,6,70.5,0.6,1.4,1491.4
Glass,Phenolic,1.52,14,78.8,0.62,3.28,833.7
Basalt,Vinyl Ester,1.45,14,155.6,0.6,2.98,1397.0
Carbon,Vinyl Ester,1.95,17,103.0,0.6,2.18,2473.7
Aramid,Epoxy,1.78,18,138.8,0.58,2.04,2404.4
Aramid,Polyester,1.91,20,101.4,0.57,2.85,1564.3
Glass,Vinyl Ester,1.68,19,134.0,0.68,0.91,1567.4
Carbon,Epoxy,1.45,7,145.7,0.54,0.64,2522.5
Aramid,Phenolic,2.07,15,65.9,0.69,0.94,1799.7
Aramid,Epoxy,1.91,24,95.3,0.43,0.76,2540.9
Glass,Polyester,1.99,7,96.3,0.65,1.9,733.5
Basalt,Phenolic,2.15,6,65.6,0.7,2.58,792.9
Glass,Polyester,2.02,18,80.0,0.61,3.16,840.9
Basalt,Phenolic,1.47,17,114.9,0.61,1.73,1528.7
Basalt,Phenolic,2.05,22,136.8,0.53,3.06,1374.6
Carbon,Epoxy,2.02,17,127.3,0.5,1.27,3280.7
Carbon,Polyester,1.95,8,154.7,0.39,1.51,1715.9
Glass,Epoxy,1.94,22,70.5,0.46,1.01,1421.0
Carbon,Polyester,2.07,22,131.0,0.57,3.34,2176.8
Glass,Vinyl Ester,2.19,20,118.9,0.58,2.45,1177.6
Glass,Polyester,2.01,9,61.3,0.61,2.7,681.3
Carbon,Epoxy,2.17,21,105.8,0.39,2.31,2698.8
Carbon,Polyester,1.41,11,125.4,0.41,0.69,2044.1
Aramid,Vinyl Ester,1.85,8,90.7,0.48,0.75,1411.4
Aramid,Phenolic,2.04,22,151.0,0.43,2.99,1695.6
Carbon,Phenolic,2.17,22,130.7,0.57,3.15,2359.4
Aramid,Epoxy,1.75,22,73.3,0.68,2.75,2125.4
Aramid,Phenolic,2.01,23,70.0,0.48,0.75,1945.0
Basalt,Polyester,2.01,7,84.2,0.6,0.93,997.9
Aramid,Vinyl Ester,1.75,18,63.2,0.36,2.3,1411.3
Glass,Phenolic,2.16,13,126.1,0.51,2.0,1007.8
Basalt,Phenolic,2.04,13,86.5,0.46,3.26,962.1
Basalt,Vinyl Ester,1.88,14,103.3,0.67,2.23,1397.0
Carbon,Vinyl Ester,1.61,22,106.8,0.6,3.48,2304.4
Carbon,Polyester,2.05,10,90.6,0.62,1.86,1869.4
Glass,Epoxy,1.52,18,86.2,0.42,2.08,1183.9
Basalt,Polyester,2.17,21,128.1,0.48,2.7,1273.8
Aramid,Phenolic,1.9,22,100.5,0.69,0.97,2226.9
Glass,Epoxy,2.04,23,150.7,0.64,1.63,1845.5
Carbon,Epoxy,1.72,18,94.3,0.37,1.5,2778.9
Glass,Phenolic,2.12,20,141.5,0.55,0.51,1447.4
Aramid,Epoxy,2.18,6,105.6,0.47,2.64,1150.7
Basalt,Vinyl Ester,1.63,19,91.5,0.67,1.2,1737.5
Basalt,Phenolic,1.97,22,153.8,0.58,0.64,1998.0
Aramid,Epoxy,1.98,19,95.1,0.67,2.17,2291.5
Carbon,Polyester,2.17,16,153.4,0.62,2.43,2381.8
Glass,Phenolic,2.1,18,96.0,0.49,3.17,845.6
Aramid,Epoxy,2.09,19,73.7,0.6,0.98,2440.7
Glass,Epoxy,1.51,14,125.6,0.65,1.39,1536.9
Basalt,Epoxy,1.44,23,86.8,0.48,1.56,1862.5
Aramid,Phenolic,1.64,18,139.4,0.61,3.28,1616.4
Glass,Epoxy,1.41,8,87.9,0.4,1.49,959.7
Glass,Vinyl Ester,1.8,22,60.9,0.49,2.26,1039.1
Aramid,Vinyl Ester,2.0,20,87.7,0.44,1.89,1698.2
Aramid,Polyester,1.83,7,120.8,0.57,1.82,1197.4
Aramid,Epoxy,2.17,8,143.7,0.63,0.96,2022.8
Aramid,Epoxy,1.66,19,92.4,0.46,2.74,1845.4
Basalt,Polyester,1.81,19,111.2,0.36,0.7,1451.0
Basalt,Phenolic,1.42,13,110.7,0.4,2.57,1044.9
Basalt,Phenolic,1.61,8,137.7,0.63,2.37,1110.9
Aramid,Vinyl Ester,2.17,8,154.3,0.49,2.09,1414.0
Aramid,Epoxy,1.83,21,117.3,0.41,2.83,1969.4
Carbon,Epoxy,2.01,24,156.6,0.68,2.55,3715.4
Glass,Epoxy,1.54,24,121.8,0.38,0.84,1606.9
Glass,Vinyl Ester,1.77,24,130.6,0.59,2.05,1341.1
Carbon,Vinyl Ester,1.72,18,60.2,0.54,1.21,2443.9
Carbon,Polyester,2.08,6,64.5,0.48,1.53,1331.1
Glass,Epoxy,2.17,8,142.5,0.59,3.4,917.3
Glass,Polyester,1.6,12,136.0,0.51,2.84,881.0
Glass,Polyester,1.86,7,88.8,0.36,0.78,673.8
Aramid,Polyester,2.09,23,104.5,0.6,1.5,1909.5
Carbon,Vinyl Ester,1.45,10,98.8,0.53,1.49,2087.1
Basalt,Phenolic,1.84,24,121.3,0.39,3.07,1231.4
Basalt,Polyester,2.02,24,150.7,0.56,2.71,1510.3
Glass,Vinyl Ester,1.56,6,119.5,0.62,2.75,667.0
Basalt,Vinyl Ester,1.65,18,143.0,0.51,3.1,1345.5
Aramid,Vinyl Ester,1.5,19,125.1,0.4,3.3,1446.7
Aramid,Polyester,1.75,7,148.3,0.38,2.13,1067.0
Carbon,Epoxy,1.46,7,85.5,0.45,2.44,1686.5
Aramid,Polyester,1.46,15,122.9,0.61,1.61,1831.2
Basalt,Phenolic,2.11,14,102.4,0.41,1.27,1258.2
Glass,Polyester,1.51,6,87.9,0.51,3.2,537.2
Glass,Epoxy,2.06,20,66.6,0.53,1.44,1411.4
Carbon,Vinyl Ester,1.98,17,126.9,0.44,2.68,2225.9
Carbon,Epoxy,1.55,14,60.9,0.62,2.18,2499.4
Glass,Epoxy,1.42,13,133.1,0.59,1.23,1498.2
Carbon,Epoxy,1.97,9,91.5,0.5,1.32,2343.8
Basalt,Polyester,1.45,14,134.6,0.42,1.21,1302.3
Carbon,Vinyl Ester,1.96,24,148.8,0.67,0.81,3771.5
Basalt,Polyester,1.64,23,82.0,0.56,3.22,1134.7
Basalt,Phenolic,1.54,10,133.4,0.68,0.78,1480.1
Carbon,Polyester,1.77,14,111.4,0.56,1.61,2190.2
Basalt,Vinyl Ester,2.06,19,95.6,0.52,3.27,1276.4
Glass,Epoxy,1.41,8,154.9,0.42,2.95,877.0
Carbon,Polyester,1.53,16,124.4,0.59,1.97,2289.8
Aramid,Polyester,2.05,13,68.7,0.46,3.2,1116.1
Carbon,Vinyl Ester,1.56,16,133.9,0.52,0.59,2984.9
Glass,Epoxy,1.73,18,110.0,0.6,1.16,1605.8
Carbon,Vinyl Ester,1.43,7,151.3,0.39,1.87,1738.1
Glass,Phenolic,1.81,24,79.9,0.57,2.43,1061.9
Carbon,Phenolic,1.55,7,150.2,0.5,2.94,1500.1
Carbon,Polyester,2.08,16,130.2,0.62,1.44,2555.8
Carbon,Vinyl Ester,2.14,17,108.2,0.53,1.24,2640.4
Aramid,Vinyl Ester,1.96,13,151.6,0.52,2.51,1658.3
Basalt,Vinyl Ester,1.66,10,126.1,0.58,3.08,1041.1
Carbon,Vinyl Ester,1.74,22,68.5,0.36,3.27,1831.3
Carbon,Epoxy,2.04,10,98.7,0.63,1.66,2623.2
Carbon,Polyester,1.45,22,145.9,0.4,3.09,2035.5
Aramid,Phenolic,2.11,22,97.8,0.38,0.54,1885.8
Carbon,Phenolic,1.41,16,84.5,0.41,2.71,1807.4
Glass,Vinyl Ester,1.61,20,115.5,0.67,1.5,1378.5
Basalt,Epoxy,1.72,9,134.2,0.48,1.17,1536.7
Glass,Polyester,2.16,19,155.2,0.35,2.72,961.9
Glass,Vinyl Ester,1.96,19,108.4,0.7,2.52,1209.5
Aramid,Vinyl Ester,2.12,21,63.0,0.69,2.47,1801.9
Glass,Polyester,1.62,9,71.8,0.41,1.84,656.0
Glass,Vinyl Ester,1.92,21,155.5,0.5,2.66,1133.3
Carbon,Vinyl Ester,1.53,24,81.5,0.64,3.27,2299.8
Carbon,Polyester,2.03,6,63.7,0.63,0.91,1520.9
Carbon,Phenolic,1.86,17,126.1,0.56,0.82,2855.3
Carbon,Phenolic,1.88,16,94.8,0.69,1.78,2510.8
Carbon,Phenolic,1.54,12,98.4,0.54,1.64,2081.4
Glass,Polyester,1.54,11,64.5,0.38,2.87,547.7
Carbon,Polyester,1.94,23,142.9,0.56,3.29,2265.9
Carbon,Vinyl Ester,1.59,13,97.8,0.57,1.41,2383.6
Aramid,Phenolic,1.62,21,86.8,0.48,2.16,1643.4
Aramid,Polyester,1.41,6,109.3,0.68,2.15,1111.1
Basalt,Vinyl Ester,1.97,21,131.6,0.39,1.31,1591.1
Aramid,Epoxy,1.59,14,105.5,0.54,0.87,2254.9
Aramid,Phenolic,2.03,9,142.1,0.57,3.35,1176.8
Carbon,Epoxy,1.97,10,112.2,0.37,2.64,2013.4
Basalt,Vinyl Ester,2.06,22,150.3,0.7,3.26,1643.1
Aramid,Epoxy,1.55,13,112.4,0.55,2.7,1824.0
Aramid,Epoxy,1.92,10,157.9,0.41,1.48,1865.7
Aramid,Phenolic,1.67,9,145.5,0.63,2.82,1369.5
Aramid,Epoxy,1.82,8,102.2,0.68,0.61,2017.0
Carbon,Polyester,1.81,10,147.2,0.48,2.38,1840.4
Carbon,Epoxy,1.56,15,96.4,0.65,2.78,2647.0
Glass,Phenolic,2.16,17,133.3,0.48,1.06,1168.8
Carbon,Phenolic,1.85,12,147.1,0.48,3.01,1906.9
Glass,Polyester,1.92,12,144.8,0.68,2.49,1003.7
